Query,Type,Source,Count,Response,First Seen,Last Seen,Duration
"9f5f830c-3074-4c14-905d-906e675644c2.random.connectionanalyst.site","A","A","",45.35.57.15,"2024-01-26","2024-01-27","1d"
"4799c133-906b-4d75-9ccc-7516cd01b86a.random.connectionanalyst.site","A","A","",45.35.57.15,"2024-01-25","2024-01-26","1d"
"d166ab3b-91ab-410f-a50d-c702fa55858d.random.fanaticaldrive.site","A","A","",45.35.57.15,"2024-01-19","2024-01-20","1d"
"e1272ceb-2f80-4f27-9960-c90c9fa624bf.random.connectionanalyst.site","A","A","",45.35.57.15,"2024-01-19","2024-01-20","1d"
"d166ab3b-91ab-410f-a50d-c702fa55858d.random.connectionanalyst.site","A","A","",45.35.57.15,"2024-01-18","2024-01-19","1d"
"8bdde2a7-b608-40f7-bb8e-9b0acf3cf89b.random.connectionanalyst.site","A","A","",45.35.57.15,"2024-01-15","2024-01-16","1d"
"cf383556-968a-49c4-9a32-74a7dae4a8b9.random.connectionanalyst.site","A","A","",45.35.57.15,"2024-01-12","2024-01-13","1d"
"1aec781b-8429-47de-bc32-99061fac83f5.random.fanaticaldrive.site","A","A","",45.35.57.15,"2024-01-08","2024-01-09","1d"
"6896f2b6-9c06-40bf-a9f6-f958adae7b2e.random.connectionanalyst.site","A","A","",45.35.57.15,"2024-01-07","2024-01-08","1d"
"68db8bac-b722-4166-acf7-39ec612fe20a.random.fanaticaldrive.site","A","A","",45.35.57.15,"2024-01-05","2024-01-06","1d"
"68db8bac-b722-4166-acf7-39ec612fe20a.random.connectionanalyst.site","A","A","",45.35.57.15,"2024-01-05","2024-01-06","1d"
"smtpauth.connectionanalyst.site","A","A","",45.35.57.15,"2024-01-03","2024-01-04","1d"
"9e48f1bd-a9f7-4a59-aeb3-e8f3b6921129.random.connectionanalyst.site","A","A","",45.35.57.15,"2023-12-31","2024-01-01","1d"
"2fa78efe-084f-474e-94b6-91ec1a78f345.random.connectionanalyst.site","A","A","",45.35.57.15,"2023-12-30","2023-12-31","1d"
"connect.connectionanalyst.site","A","A","",45.35.57.15,"2023-11-02","2023-11-03","1d"
